bus_id,stop_id,stop_name,arrival_time,departure_time,traffic_delay,signal_delay,total_delay,previous_delay,passengers,dwell_time,congestion_level,traffic_factor,distance_to_next_stop,num_signals,bus_frequency_per_hour,headway,headway_change_rate,demand_level,bunching_label,passenger_load,bus_capacity,waiting_passengers,boarding_time,overcrowding_flag,passenger_wait_time
B9,S5,Whitefield,14.321401878061051,28.412576434687654,10.017640225435926,2.4351471099368456,12.138029061348231,5.761795886453429,65,6.085547802075257,Medium,0.9546438409681343,2.3404754170365676,2,4.9645593762898494,12.997637265309685,3.32134177957742,Low,0,49,60,1,1.0212973555111595,False,1.1270136651381495
B3,S3,Marathahalli,25.93444703355074,38.85602656918658,0.61,1.6239017545087624,2.6191143630670837,5.290793323115409,57,7.489463261001551,Low,1.4986045522115279,2.383532227811827,2,4.274452202875077,13.58690486767614,4.734889691773969,Low,0,27,60,41,2.226255171825298,False,12.501181263704174
B3,S3,Marathahalli,0.06176879073800379,4.127966473335839,9.998545108545734,2.8431982243763576,12.817728567565004,3.111795719673743,46,9.110072481502867,Low,1.6324186709377864,1.8830784511550416,0,8.082995812448278,11.199623357092488,-2.2674047300179065,Low,1,10,60,19,1.9433423319715735,True,11.4417181684335
B3,S1,Shivajinagar,42.895442412134855,52.21119613459883,12.553904934881414,0.5,12.84444487525714,2.7759587328685367,34,5.932237267019195,Medium,1.7132287891315987,3.5048812865256616,0,4.1951570769475115,14.129326325972555,1.1665031452073809,Medium,0,17,60,7,3.0128570266243906,False,3.251556567094661
B6,S5,Koramangala,35.41583633313735,43.04804406976887,6.37877398798638,4.29717743279623,10.483421289852856,12.044347804145046,68,8.093244434473657,Medium,1.8893823835815682,3.8971412325056476,2,4.875532444210872,5.130716449419323,0.7090450184416426,High,0,65,60,38,3.0184190756911136,False,5.570458315415887
B2,S1,Shivajinagar,52.952009149176,56.02462009690148,2.894763695886951,3.2923727440826434,6.503194490603783,25.012870167900434,24,6.557021890902457,High,0.9490639600736712,4.584885210740153,2,7.699627491174844,10.742385923521665,-2.011641136626862,Medium,0,33,60,33,2.6797930140831827,True,8.742020336287418
B6,S2,Marathahalli,28.85422988693909,31.384033266141238,8.648535593977149,1.8242292325192788,9.865505348671793,22.070968748165075,78,8.892155884821607,Low,1.8461402799106421,1.8768559494321773,3,6.0213747506266415,6.003297072575692,2.8969850714247913,High,0,14,60,42,2.941153860737154,False,2.1413708537339735
B3,S3,Koramangala,4.331904538750551,6.7303870674260295,3.5859933414204868,0.5,4.285604902723127,22.615413570539424,57,1.8400710635514228,Medium,1.9851794764832693,1.16043676564993,3,7.472052451434361,8.824769611085495,2.252576604151365,Medium,0,22,60,34,4.964599923533026,False,6.028114415327241
B3,S5,Marathahalli,37.89361320555123,49.424082496949886,8.084379499415709,2.5300251347475595,10.271599493622364,27.680040254268768,33,4.701552336455946,Medium,1.4151382462469662,2.652124698590788,0,6.622992332900959,5.071327318089073,-0.9497920091967851,Medium,0,58,60,3,1.2358574266326023,False,14.571772512694025
B2,S3,Koramangala,0.5418242477730151,10.191188481200886,0.61,3.825371705819731,4.051895086378516,26.908959441169916,29,1.709693711852191,Low,1.2044038117175435,4.315533463530437,1,5.492285635525779,10.78859485264433,2.067772168854458,Medium,0,26,60,22,4.298767020361387,True,9.19496110155453
B6,S4,Whitefield,6.715177163863673,12.221922113584537,11.134787258529496,2.1301848131142007,12.9212003459739,28.519643330381577,58,6.119224122050316,Low,0.9239707485488189,3.338682801770355,2,6.3842739307864065,9.278867897512805,1.859677359829841,Medium,1,54,60,31,2.546329350352366,False,7.843852123596882
B6,S4,Koramangala,8.612541722363572,22.830199017412514,2.0488004908408444,2.6475204243013604,4.996318019104623,4.755189073921696,28,8.244649960983594,High,1.9335370633688278,3.7329921131585833,1,7.707083441207283,13.557954829265901,0.7060974663882966,High,1,16,60,41,1.4705381857897273,True,6.514101679158219
B5,S1,Marathahalli,20.91442003451823,24.985156822674696,8.257350628541008,0.5,9.222855360704935,26.3830574262168,39,5.094876969613587,High,1.8542186735616175,2.616561286604132,1,8.005560313381508,12.886305361353845,2.622851347766158,Low,0,32,60,39,1.8359117355212635,True,5.597337190391135
B1,S4,Marathahalli,23.770361496555324,34.81143518352353,1.2121122364827288,0.5,1.3926313626379776,6.920360150162963,18,6.7199952202493485,Medium,1.5710911627366275,4.037377311691464,2,7.25418198987843,14.466264156325902,3.4716736137257413,Low,1,25,60,5,2.6451296376852165,False,8.691799338026346
B2,S4,Whitefield,31.27404794912006,43.965162393741814,4.971312351273871,3.1129679603507774,8.004406991442039,2.170484223179741,46,7.224664434864399,High,0.872320868347473,4.737744107222057,1,4.608524970695299,9.344589351049581,-2.432234322794921,Medium,0,41,60,45,1.9008846462020164,True,11.02610943912471
B1,S5,Electronics City,49.39044093573962,58.182694462449156,2.670918609958088,2.656704337502473,5.802092942379359,5.640206197368624,31,5.96776796264809,Medium,1.7671910597301896,3.200906168625047,0,7.798908253564134,14.465436764273226,1.0161182014633123,Medium,0,52,60,44,3.4097266104028705,False,6.050815267548398
B10,S1,Marathahalli,15.338699868556338,21.265486392408675,5.783208089171036,2.8594977947950735,8.87147720206515,20.44488118720721,56,7.946708542552347,Medium,1.342121214484675,3.3464338527018964,0,8.421242469665092,13.490767852975514,-2.8326019990922435,Low,0,19,60,16,1.4278377403329188,True,4.596373867040008
B9,S1,Marathahalli,16.47241524000752,26.234025159651512,2.4203065365751395,4.222099072166564,7.496678793625147,0.48175224426198526,36,8.814246045546032,Medium,1.2046725593065044,4.6220991693186955,3,5.5893726834204,11.098188212782887,0.9575072818895674,Low,0,29,60,18,0.8124072923574202,False,1.9465758902910086
B5,S4,Whitefield,38.410093429689965,43.935010104192365,0.61,3.987952789577549,5.03324089748467,7.0287488097396675,17,5.859240908243928,Medium,1.992967233465401,3.6473567593975145,2,8.383903061435475,9.117261735120898,-4.398576573992148,Medium,1,47,60,14,1.4042015989657541,False,2.3534702950540747
B9,S4,Shivajinagar,18.051186501195303,32.80725936767125,0.61,1.510251481449954,1.743602369280675,20.448954608016987,60,5.745284146141819,High,1.8376234304402483,3.4339456506391652,2,4.955824123713882,4.694199363870652,-3.8235097152644135,High,0,31,60,17,4.716310203639782,False,5.27734034921233
B4,S2,Electronics City,52.40019970343087,56.50313445100829,3.6458105887193732,2.4889086450280606,6.835755307356356,17.252219778119695,44,0.5,Low,0.9396396774625714,4.269798833964766,1,9.267845922670418,13.548623591181954,3.059254001176212,High,0,35,60,16,1.280860317439289,True,5.845396171528997
B4,S2,Marathahalli,49.34883381806166,53.071654563705685,12.390037666966421,1.7356814829410627,13.800512632552486,15.303137028311822,54,3.757511582802648,Low,0.9461142933503298,2.912936092192289,2,5.395308150192281,4.879619337952321,2.767236304716927,Low,1,32,60,21,4.3315188689806945,False,1.247629334585601
B2,S4,Whitefield,23.187650469548828,32.5253846483743,6.464336034517337,1.43859741916523,7.602141612975429,14.75611832472443,57,9.610044471795282,High,1.9804147103160963,1.9567204168637025,0,4.728309636534574,7.336026623243551,-3.989541889893533,Low,0,10,60,38,3.3075312633123732,False,6.965167374465201
B5,S4,Koramangala,21.254174426686472,30.08573451227879,0.61,1.9906885240431866,2.8097918304204543,7.569268847419986,42,5.754661070488687,Medium,1.1117758504940412,4.0411592924885404,0,7.2118607887155495,6.367220592189613,-4.878792253561067,Medium,0,19,60,25,1.6963301149444105,True,7.990673689700656
B7,S5,Marathahalli,7.631985761246975,20.872570859072404,3.011034710592167,2.9043736396304034,5.296260506034547,24.685386507181807,64,7.083126491501905,Medium,1.7420198526044683,4.568338755760937,3,8.72142031753177,7.46947585322814,1.881347060865421,Low,0,36,60,28,4.015266907041137,True,7.936329448453745
B8,S3,Shivajinagar,36.836015085603705,39.70249161289267,0.61,2.1463716031936975,2.800694951892704,20.712935876894356,78,5.436415181579019,High,0.814530170281865,4.82600559319792,2,6.1195084510123845,7.261891394164207,-1.5029677025415045,High,1,41,60,18,2.354589186182472,False,12.627482389667758
B8,S2,Electronics City,53.934049440374125,66.10635345970532,8.281611458466632,1.1003980983637105,8.94177857441914,2.108793626404435,43,7.690724924175146,High,1.9621865331132606,4.194856766618298,1,9.879821976153103,10.620697485999543,0.8242265820724644,High,0,19,60,31,0.6968103164598627,False,9.37944205958112
B9,S1,Whitefield,33.00551642748936,40.058002809677376,2.764292363049815,1.2147036188281233,4.084280998857171,15.104656687802546,54,3.4040127041769144,High,1.8158172064283336,4.675706134558218,1,8.53025157247767,9.06593447001554,3.4199855289006145,Medium,1,58,60,12,2.9526211350362224,True,14.123432930959664
B2,S2,Koramangala,41.117880966952406,44.31220250718299,6.044805588170496,2.0602663349903114,8.373280289358329,4.5880874797657665,25,2.0601241135143624,Low,1.5084172285505275,3.03344218766512,1,7.390131957154097,11.577738322550998,3.7332291586080775,High,1,17,60,23,3.0111904631703514,True,11.383968861181021
B3,S1,Electronics City,5.950685975232954,13.170112081429702,2.540903662362345,2.741641104907256,6.117497019445304,18.75675696042245,52,5.078174673234254,Low,1.4464348008116468,3.096636682904649,3,9.039783881693095,13.159485162817475,-4.889683857375342,Low,1,18,60,7,1.169996226496001,False,13.273110665594809
B5,S2,Electronics City,23.122552982841707,33.486300321694905,0.8404628561426915,1.308567533883899,2.484904035565236,4.1967072793987175,36,5.324843839125513,Low,0.9115887677877587,3.352809067793562,1,7.853953155431364,4.713389539312652,0.7998378742813124,High,1,37,60,17,3.1971603454832023,True,1.3210593577525884
B3,S1,Whitefield,3.513055754638752,9.858153897687544,6.670562181982797,3.1567469892677993,9.87151261439652,13.404059487744687,73,5.276933766455819,High,1.0830291189724246,2.485688007492183,0,8.808201494917114,12.432473763688076,2.336158300423125,Medium,0,22,60,50,4.035432281361044,False,6.738668455748035
B7,S1,Marathahalli,35.26616165173189,39.66435294246921,0.9362504916508585,0.5,0.8490152282675001,0.7976897748013729,47,2.070130383202028,Low,1.7390983278216057,1.22454441366484,3,5.3532479795543955,8.14605581210009,-0.3826718638761779,Low,0,41,60,31,3.3402679068051784,False,13.654786623645245
B3,S1,Shivajinagar,0.42175222881714935,3.1663954928262528,2.9167162150374373,1.6836763400036792,4.964627511277583,14.374240221298598,40,4.023941365537931,Medium,1.0994554398194074,2.087798904514524,3,6.69843905470324,12.543816126506993,-4.346338424356148,Low,1,21,60,28,3.0289678136006306,False,5.412653295363025
B7,S2,Whitefield,57.80366605281303,67.08585243781698,2.8369595936241057,0.5,3.0724332549509583,22.25349838366322,22,7.673324100305022,Low,1.3567189840260034,4.888021318526148,2,6.097038232520912,5.255053633767267,-3.4875317126506546,High,0,41,60,41,2.855259101184649,False,13.04195570689209
B10,S3,Shivajinagar,47.501999307201096,56.63690184456186,0.61,2.699738358039947,3.1914172652744237,4.292220658037874,67,3.6155326739573925,Medium,1.3547546732007287,2.647062166338034,2,7.272591216441433,4.685004164700742,0.12502648770331692,High,0,49,60,18,1.2411785904453314,False,11.59452107964089
B6,S5,Electronics City,52.23470550276041,57.339056250720425,1.8337075136827807,2.4347699147383137,4.252518181099414,23.507779903639207,61,6.126132183116596,Low,1.268874038736336,4.193376752897313,1,6.710180915390096,8.371195295338481,-4.0659202802470436,Low,1,40,60,7,1.79212081138059,True,9.086307122336205
B5,S1,Marathahalli,9.47728937012088,20.523977906315313,2.337069989971576,3.2412512639762654,5.410933587894571,5.609646354797896,36,7.027777955629169,High,1.175794393780739,4.194373089531005,3,9.141243616450565,5.294083869752577,2.397303320855406,High,1,51,60,30,3.5056399946163217,True,3.32336853414099
B6,S2,Whitefield,9.734004346948762,11.89790210663363,4.272753717492768,3.419444240966058,8.986979779468133,21.904317801140877,28,7.743827383598413,Low,1.1557877375399783,4.672831998491101,0,8.55749446068779,14.868721233180514,4.012960107746489,Low,0,61,60,26,2.0084362131689275,False,10.968196284630931
B8,S2,Shivajinagar,14.392446765356684,18.238082632249604,2.2750918782778276,0.5,3.1568874285877553,18.90727487971823,69,8.707968816326538,High,1.812484791688069,2.015899498288099,0,8.43576841098864,5.169780988813521,-1.8508041138703235,High,0,30,60,21,4.26668506359323,False,10.000346740821907
B4,S2,Shivajinagar,12.93179212747991,19.61670378657443,6.113899799113612,3.725707263750997,9.581775045943504,27.514858860359908,57,4.88745927676264,Low,1.8786168658162967,3.6030741902349894,3,4.001130397339491,5.859891773915917,-1.1024061257350795,Medium,0,40,60,41,2.2118024703668433,True,2.5500883065684192
B4,S1,Shivajinagar,25.286642494754844,27.63991770393582,6.167600570406631,3.0768852391038415,9.746092409379983,19.129850463606918,85,11.58986099996578,Medium,1.0621318194599685,1.4809889060467025,0,5.5798947025192005,4.507359207693073,0.6717077991938556,Low,1,47,60,35,0.7902107206212539,True,13.281664679566513
B6,S1,Koramangala,50.289131013115465,55.99790541176058,9.359187138515246,0.5,9.61125793314684,24.02994777862687,81,8.374485571527073,Low,1.5187742098126527,1.4597319882382673,0,9.457760916619554,11.361202892318863,3.2928679931675546,Low,0,29,60,29,4.598044607458128,False,2.9253328474382156
B3,S2,Electronics City,26.602800862751263,36.49496538609506,8.369801111099465,4.055805028704561,11.918396701220026,15.601477026269325,59,5.722535112051974,Low,1.9649194477697396,2.050702570394607,1,6.837382796865429,14.822243441409816,-2.3104105417352896,Medium,0,23,60,16,2.626220097529311,False,2.9603373657464473
B10,S1,Shivajinagar,19.880820426183046,28.147354181640118,0.61,2.587082841981276,2.5770526957459836,8.546803912461417,46,2.8159958315743285,Medium,1.824963197180605,1.1979874139746665,3,9.063547675670344,7.133988236840569,-0.37148044984149386,Low,0,10,60,28,4.692891737447674,False,2.219298735140801
B9,S1,Koramangala,20.713388568101525,29.30974377143304,4.3583565392104715,3.293529610020471,7.452330223129567,12.014841501948332,31,1.9868792640167898,Low,1.6568391733602277,3.431620856362815,1,8.94274230532777,14.505665626334878,3.2119828255022647,Low,0,10,60,28,3.5896546107167304,False,6.373744362629713
B4,S2,Koramangala,7.261500029111582,14.707821301548762,2.430137601704116,1.926844108602264,4.3954076517857645,2.44148142879396,54,5.909078936922619,High,1.5753154100060756,3.585800360498428,3,7.592154413914584,9.523689709581856,-3.61128673603483,Low,0,45,60,35,1.042512873816606,True,1.9302138209808484
B8,S2,Shivajinagar,41.69294242055755,50.61534751324046,1.7148152652089799,1.958967948206994,4.072910249128697,24.604289080654535,40,5.893893258197438,Low,0.880861465742627,2.5495703426746372,3,6.423387185020743,4.85376109204585,0.425343685322515,Medium,1,11,60,45,4.200900681507253,True,13.832893301776902
B7,S3,Marathahalli,22.203140080455313,24.559604110099862,3.609699373901441,2.7283520809829405,5.142190626027984,15.580698221407033,53,3.8426308453044813,Low,1.86811644222057,2.3835098429514296,0,4.152686559434505,11.104046249151327,1.3690231745474328,High,0,46,60,44,0.9556696157682152,True,8.4351948283934
B4,S4,Shivajinagar,6.315551111820743,10.491227642622906,4.508772823006784,2.5487715321172715,6.173895678568767,9.537130649586798,15,6.2155372552806805,Medium,1.880099819619777,1.4645558408021024,3,5.883800304264117,13.772440395395494,1.0294287647946154,Low,1,17,60,6,2.0317419691452754,False,3.158030604498819
B1,S5,Marathahalli,10.100217355147814,15.310013901826427,0.61,1.5850005720211036,2.704962861819591,25.176515952100956,27,7.648818407912606,Low,1.210937574601656,2.080990768523133,3,7.346252957500264,7.820047429335583,0.8046760099369603,Low,0,34,60,50,2.308004602944459,True,13.324406670084977
B8,S1,Marathahalli,27.68673071323876,39.18736508649228,4.692571328064593,1.979596650650068,6.9340480874375015,4.030738941614911,49,10.30611054142498,Medium,1.4400639545184353,4.47987663859074,0,8.743058765649309,5.373028953635331,2.9421066254940538,Low,1,66,60,31,2.67533346187916,True,9.242241309838478
B10,S4,Whitefield,12.193385465165235,24.0967619530753,4.323736111647326,2.3476111980914762,5.461474686032921,14.99131086603599,65,6.848457796688008,Medium,1.3471751309119244,2.7738233455276164,2,7.548440556534929,12.872482765589046,-0.2351661622170731,High,0,34,60,41,4.311359843931772,True,1.8744063106670001
B6,S3,Whitefield,1.847402979626871,16.477332530704523,6.755646722891198,1.0993016393489645,8.974819882204095,19.624119938335475,53,5.045456498571516,High,1.0528459566406438,4.829792076152385,0,9.98692513409187,11.445034287431351,3.28469299449117,High,0,56,60,25,3.3480784880529537,False,1.0793214034139418
B8,S5,Electronics City,39.512430940203295,51.47193806654592,3.2655098021084537,2.4732283819478984,6.273813303214566,2.6980135403767274,28,6.255228655143715,Medium,0.8293981379211829,2.224549363518373,2,7.792538977037454,10.34744730908102,1.977562760734295,Low,1,10,60,29,0.8458793387427358,False,12.12321762287048
B6,S4,Marathahalli,4.37411012207421,11.611462796298493,1.1906459323070369,1.2112724644556212,2.8383779901480515,28.29499423308995,31,8.302906430484011,Low,1.4999089909473389,4.368922985375791,2,5.315643771543254,4.3703609603526,-2.8537192674119716,High,0,34,60,0,3.1363915480408364,True,2.0048612871711824
B2,S2,Electronics City,14.07920650655096,20.02072927954456,5.0129629547654835,2.6682843471561872,6.812157065753399,3.652589952577448,48,7.338404266090619,High,0.9903489734316536,4.527968678886543,3,8.330329316303075,6.987017521523666,-0.9755336256633109,Low,0,27,60,26,1.7427630101940477,True,1.8776547027061221
B2,S1,Koramangala,56.42691034417035,59.50221134398695,5.016362874919978,0.8835430563279332,6.003730598949957,27.624234566520947,65,6.043321586128475,Medium,1.2527816647558314,4.856313665960433,0,8.122115599019455,9.431954445026214,-1.1235119454435294,High,1,49,60,15,1.6440412268691302,True,3.5593013131966065
B8,S4,Whitefield,57.046362463880286,68.17938898383278,5.745895243951737,1.3762833244077766,6.964142140345989,23.806536638853288,35,6.648220388468708,Low,1.3982849594068512,2.5404804796100002,3,6.855806386069935,5.220752770436629,1.3442414528658366,High,0,60,60,22,4.326566005039529,False,10.2029487503818
B6,S1,Electronics City,40.66879201860265,50.56956960788804,2.0186523832528076,1.602314870102995,4.25826319100256,9.610852617594007,60,3.459301954812667,Medium,1.0390583298728637,4.5608600105446975,1,6.206715926536917,4.639011472883848,-3.884877876787236,Medium,0,67,60,30,1.5884999759936567,True,12.735715033639869
B1,S4,Marathahalli,1.8853092906763758,13.455914816466283,2.365022040209713,2.8213882940451187,5.048655189020632,8.120259738357218,56,7.194294187900432,Medium,1.4228387361554584,3.7101690698358127,1,8.643948268916574,12.502136300637266,0.21296047654138928,Medium,1,24,60,28,2.2216114560678593,False,3.5443486699324818
B7,S5,Shivajinagar,46.38851243512029,55.121999295383816,0.61,0.5,1.1923804206182582,25.79300218165974,45,7.920830532215423,Low,1.2776063515454035,2.2116629153327705,0,5.369412180962195,6.712639984758271,-0.15922930289798387,High,0,50,60,38,4.955940021144296,False,8.430322974015702
B4,S2,Whitefield,57.76610101519236,60.74896654321012,10.151760313713806,0.6490093155608547,10.492588925254923,5.963117411888522,51,3.927691590659365,Medium,1.1781764469590639,2.1049492999006123,3,7.1635910854915394,13.970630603058805,-3.361189762195178,High,0,49,60,23,1.8072702755213919,False,13.461975923544205
B9,S2,Marathahalli,8.838182656738221,10.940123336773139,1.7174386964461243,4.4406100726555096,5.354218255542604,15.243378741660845,48,5.041476804275437,Medium,1.9143923444178594,4.043417378057983,2,5.081847612536668,9.044577378652239,0.6087446336261761,Medium,0,42,60,32,1.5888970864267042,True,3.7569598623479976
B3,S4,Whitefield,58.86862390750932,68.27264104188167,5.618530558133075,1.5957351161101179,6.405584199188908,18.07393048228403,48,4.724682961327051,Medium,0.8170280592749206,4.31756650783405,2,6.13024633871175,11.6814227295033,-1.0479407369002978,Medium,1,56,60,22,3.978900687638598,False,4.248557604615484
B7,S1,Whitefield,57.61006708372472,69.53659497899017,5.408056401115327,3.2692159396181126,8.908993876913849,11.479209751655228,55,9.592484927489124,Low,1.0664910448319846,2.2866799586381945,3,8.37316865361968,5.0493920504453165,-0.7129797901356643,Low,0,42,60,50,2.666972031241344,True,2.2701038312890347
B3,S3,Shivajinagar,26.661920954490864,32.244044164344146,0.61,3.484305589954058,3.136222000121119,12.655138630378366,28,8.102849490771659,Low,1.0102661265269928,4.4670814180240015,1,9.702755023451775,10.397845222881129,-0.6338581023123391,High,0,54,60,20,1.1471645764166616,False,13.65260600485199
B10,S5,Koramangala,45.7865018160785,58.48759261529367,4.782262149798424,3.1882676046310854,7.642375058814376,9.003902824566849,28,5.281004121651113,Medium,0.8853899422081194,1.2760303704512652,3,7.041522627771007,8.5035327899872,3.1087858100791834,High,0,39,60,40,3.4459280908967953,False,13.262363169238798
B7,S5,Electronics City,25.513691126261634,28.00211530144743,6.813520498855173,2.4689590871752927,9.03886530397369,0.00035427830089899693,58,0.5,Low,1.667753928659065,1.8022410042919317,0,4.060543640134148,8.812301192690306,3.82734380673422,Medium,1,59,60,37,4.317914205907361,False,5.241032678966009
B5,S1,Whitefield,16.286314658052014,19.91594884335303,0.61,1.5499549141898177,2.28688551869711,4.555364138095705,75,3.2180095441610455,Medium,1.6511849941671315,1.6692852160042415,3,7.50263668308467,14.474439642673541,-4.575777017931083,Low,0,10,60,28,1.0847361752057356,False,11.930245944812613
B9,S3,Electronics City,58.345199942406204,66.17977733711209,6.007854883262034,1.6738026662467806,7.492509912378209,2.991255512157501,38,6.841602641005522,Medium,1.6747772739869797,4.446763615149381,1,8.842425423200218,6.147646632521413,-1.5465804775511218,Medium,0,51,60,41,2.4589589965485628,False,5.3677762845698584
B10,S4,Electronics City,23.06130231144809,25.388816692918073,0.61,1.6712877061809033,2.7264792879407964,16.63880312457045,55,10.677457421089883,Medium,0.9421908305220807,4.846053355932339,2,9.71480270012708,6.494001205629596,3.7934102017652798,Low,0,38,60,11,4.421363153858844,True,12.153539560679212
B7,S3,Marathahalli,49.969822607296265,63.74895439355265,1.1451581477026616,2.154364611136224,2.979640495116819,8.75841659938,23,3.06762119864129,Low,1.9219933182065185,2.72216083802876,3,7.633028599695259,6.718447101275311,-1.441452407407886,Medium,0,18,60,43,0.7546354526602204,False,14.222280157720249
B4,S3,Koramangala,6.082373853189549,11.69445994235581,2.7784413599711684,0.5,2.614283884238643,29.55710080772671,45,5.760109997739489,Low,1.0277783635665871,3.328732920370359,0,7.118225577366905,4.814464397035828,1.0548266921440463,Medium,0,21,60,14,3.4554022856355067,True,9.45092080783125
B7,S3,Koramangala,55.531332471112854,58.41967583410571,1.1714756871004415,4.074060611639671,4.9315946915192175,13.946776345298478,46,4.211463840207222,Low,0.8181328210573701,4.860061477817887,1,8.056157728315284,11.772928568665805,1.1000741707948567,Low,0,70,60,13,1.4588825390816367,True,1.093549809134429
B8,S4,Marathahalli,22.413288062860914,25.06964434022222,0.61,3.8194649605481885,4.46423900442681,28.612388518887325,58,8.045989266645318,Medium,1.0262487268991014,3.6898419921001153,3,4.611358605237621,4.091519364499112,-0.664172073673857,High,1,22,60,30,2.807268774177992,False,14.947672011348276
B1,S3,Shivajinagar,40.240531522939534,51.35181078913815,5.379314799107171,2.7400103230031476,7.555088307236545,24.91935329935672,42,5.7319236005160334,Medium,1.124967593644367,1.9902390811195456,0,6.753643099580922,12.060068222647816,1.0673172471743637,High,0,11,60,11,4.4823393868126455,False,7.909013890161715
B8,S3,Marathahalli,30.81666279265947,36.11030600343507,3.1454024144924695,3.739113391913727,7.1833421295828215,10.158326725934364,32,5.3042856318481375,Medium,1.098060330491849,3.821843321133945,1,6.655273088888474,11.142545570345698,4.362806214689266,Medium,1,62,60,20,0.5986099794875404,False,8.036837396821827
B6,S4,Electronics City,6.323593086468313,18.26132255144987,0.61,4.055400816497445,4.156275994333332,7.924204408650234,38,5.641689449624957,Low,1.7438268588690164,4.770125230080467,2,8.323393291866438,13.091368992153386,-0.5379877902245633,Low,0,36,60,37,2.9902108453958642,False,11.395431659765901
B10,S4,Shivajinagar,49.68700974038057,54.49579125156253,6.234005803259909,2.7618454580045593,8.302772289211848,8.267137064837875,73,4.54102052657141,Low,1.2712768919256994,3.2134847589990874,2,5.163178407621356,13.446984482849702,1.7694078299683733,Low,0,18,60,0,0.5596296507675975,False,7.428649272255866
B7,S5,Electronics City,13.77588964523812,17.30405654719098,1.0058214879371068,3.1799644054019476,4.645013115310261,15.67972050485875,38,7.332430850848727,Medium,1.5615671077848567,3.328575230311194,0,5.2713659826406545,7.421027442059483,-3.330689291824985,High,0,25,60,17,4.819382612210549,True,8.796298204409343
B1,S1,Whitefield,40.73870958228252,48.092951207709966,1.9691564824701784,2.809001697026684,5.043253833168318,17.521215842863217,10,6.211627684414599,Low,1.2046478906789024,1.5713678592573275,2,5.237512683016916,8.310453105068285,3.956747776187786,High,1,70,60,40,3.529608977095392,False,13.398676699384826
B10,S4,Shivajinagar,43.87899118219777,54.94357162989791,5.45402198809262,1.8209228334911731,8.087678492561617,26.61849727168144,37,5.653352684507756,Medium,1.749869843109644,2.8051764521170197,0,9.129844117368846,13.70815864449582,-0.33690243859829927,Low,0,22,60,17,0.688934430093147,False,3.544126105194191
B8,S4,Electronics City,32.735110960148866,47.497306412923706,6.962124709100971,0.5,7.0867220565571,22.20519792172043,42,10.022171380808789,High,1.2433783208376563,1.1812771158435784,1,9.575730413572357,8.171491908984938,3.3136770622197,Low,0,52,60,16,0.9665536133042443,False,9.134211307251533
B9,S2,Marathahalli,46.91759862947755,58.69030953062348,5.223436779534161,2.1703018131185092,8.098968165254423,4.272881578992531,65,9.974419132250194,Low,1.263944207160601,3.6499357877664327,1,6.344530913977822,5.745467610586534,-2.4176898033383996,High,0,52,60,30,3.104630395303732,True,3.1906740240504083
B10,S5,Koramangala,42.76666057300986,49.787416479631254,0.61,2.475128912300578,3.6020914838433566,26.45007703262331,50,8.574234769036913,Low,1.5016017081989896,1.534602325642072,1,6.704657703318183,14.543476192345143,-0.6891313737671059,Medium,0,53,60,28,3.3636842669001847,False,4.773166072091817
B5,S2,Koramangala,39.28254452137794,51.99152066676654,4.24752390957965,1.8982630233867368,6.799944848412105,29.94165725012233,57,7.985830940520465,Low,1.3188154716840168,1.1245963711735643,1,4.202058423246784,13.671043498613724,-2.5660331678146955,Low,0,44,60,32,2.430432193284007,False,8.19881456013075
B7,S5,Marathahalli,50.69228086531374,55.92939443473191,2.1309169310941756,2.2173203390460863,4.928936663855964,24.56295086466656,28,3.873703516512715,High,1.2325121925697833,4.134953004300946,2,5.876667935262124,11.197762060419917,-2.679818196911893,Medium,0,33,60,29,1.890301955306687,False,8.162900050531078
B10,S3,Whitefield,37.47684288687189,50.714475096160626,5.984194380695625,3.9249174341198274,10.786499587238744,30.16618033265257,37,10.06373224802546,Medium,0.9661225919952732,3.3153606721423703,2,9.210464727648292,8.170404242132117,-1.2851405634056579,Low,0,10,60,8,2.723664517870472,True,7.45633661755474
B6,S1,Whitefield,56.95204159085348,69.77885631515147,7.452679487669377,1.6736554018717147,8.866638396333903,19.617617235167213,47,10.171636134456097,High,1.5191625393673251,1.717424041156964,2,6.731031950401938,11.345366507634683,3.3736707977015072,Medium,0,44,60,24,2.546925992612907,True,13.742982488148593
B8,S2,Koramangala,9.221462570652273,18.665356598118564,0.61,2.512704262431597,3.020468651938536,17.75815999023762,10,8.982898423608633,Medium,1.6431682470298745,1.266110432843421,0,9.4940333935699,10.77945941456186,-2.537139811894684,Medium,0,45,60,22,4.487420458909437,False,11.323965200789482
B8,S1,Whitefield,12.033178670715989,16.844129789377124,7.220141020628127,3.8951396832077956,11.40636422607595,23.626506173982467,47,5.463429578665244,Low,1.9704117601748847,4.267895629087347,3,9.627791388603365,4.936138347317639,-1.1440240748666666,Medium,0,22,60,25,0.7485013433436281,True,2.0474968727296226
B5,S4,Whitefield,59.118229937237125,63.27651364459432,0.61,1.6097557515711556,1.9777309333776465,19.20118967120516,35,8.928986426851342,Low,1.1629748350015119,4.901493108585683,0,9.38942838371941,12.544836653538768,-4.235200445006869,High,0,53,60,46,1.2019138866451993,False,11.927784376420993
